	CHEMBL16081	CHEMBL6466	CHEMBL545	CHEMBL573	CHEMBL273386	CHEMBL16	CHEMBL95	CHEMBL112	CHEMBL20	CHEMBL190	CHEMBL633	CHEMBL629	CHEMBL25	CHEMBL1542	CHEMBL1089221	CHEMBL388590	CHEMBL49	CHEMBL113	CHEMBL108	CHEMBL1200714	CHEMBL505	CHEMBL71	CHEMBL498	CHEMBL30	CHEMBL8	CHEMBL565	CHEMBL415	CHEMBL88	CHEMBL12	CHEMBL139	CHEMBL517	CHEMBL964	CHEMBL109	CHEMBL1628227	CHEMBL902	CHEMBL672	CHEMBL726	CHEMBL806	CHEMBL35	CHEMBL457	CHEMBL472	CHEMBL54	CHEMBL896	CHEMBL521	CHEMBL11	CHEMBL6	CHEMBL92401	CHEMBL64	CHEMBL429	CHEMBL514	CHEMBL686	CHEMBL1431	CHEMBL1411979	4CHEMBL16081	CHEMBL159226	CHEMBL23832	CHEMBL623	CHEMBL193	CHEMBL56367	CHEMBL1503	CHEMBL19224	CHEMBL1177	CHEMBL75880	CHEMBL16073	CHEMBL40	CHEMBL101	CHEMBL643	CHEMBL27	CHEMBL1790041	CHEMBL421	CHEMBL26	CHEMBL479	CHEMBL833	CHEMBL1314	CHEMBL782	CHEMBL646	CHEMBL695	CHEMBL637	CHEMBL295416	CHEMBL384467	CHEMBL1430	CHEMBLCHEMBL51769	CHEMBL164290	CHEMBL44814	CHEMBLCHEMBL6338	CHEMBL130	CHEMBL691	CHEMBL1395	CHEMBL165908	CHEMBL107	CHEMBL123292	CHEMBL232201	CHEMBL429023	CHEMBL502074	CHEMBL85728	CHEMBL1697693	CHEMBL234926	CHEMBL16068	CHEMBL228514	CHEMBL521035	CHEMBL2766015	CHEMBL1381098	CHEMBL351487	CHEMBL288958	CHEMBL44884	CHEMBL1697856	CHEMBL203187	CHEMBL1479	CHEMBL5CHEMBL457	CHEMBL44657	CHEMBL459	CHEMBL23	CHEMBL1560	CHEMBL295698	CHEMBL1064	CHEMBL54349	CHEMBL1201082	CHEMBL1201097	CHEMBL1201096	CHEMBL1609891	CHEMBL154	CHEMBL1201093	CHEMBL1201088	CHEMBL1201089	CHEMBL1697694	CHEMBL562	CHEMBL1200688	CHEMBL1566	CHEMBL986	CHEMBL606759	CHEMBL15770	CHEMBL822	CHEMBL83	CHEMBL2037000	CHEMBL267345	CHEMBL843	CHEMBL160	CHEMBL1697830	CHEMBL578	CHEMBL869	CHEMBL572	CHEMBL1201288	CHEMBL506247	CHEMBL502682	CHEMBL505513	CHEMBL1440	CHEMBL599	CHEMBL1CHEMBL29541687	CHEMBL2105617	CHEMBL374478	CHEMBL42
CHEMBL505	0.94	0.71	0.96	0.42	0.66	0.57	0.3	0.59	0.92	0.72	0.67	0.5	0.73	0.73	0.52	0.73	0.55	0.7	0.45	0.47	0	0.42	0.61	0.7	0.56	0.69	0.29	0.85	0.32	0.48	0.22	0.86	0.88	0.61	0.76	0.65	0.5	0.52	0.6	0.72	0.61	0.52	0.42	0.64	0.36	0.46	0.36	0.37	0.63	0.82	0.55	0.9	0.4	0.66	0.65	0.55	0.52	0.56	0.67	0.5	0.39	0.65	0.73	0.61	0.58	0.49	0.47	0.65	0.69	0.51	0.66	0.49	0.47	0.89	0.61	0.37	0.89	0.58	0.41	0.8	0.9	0.48	0.88	0.99	0.4	0.58	0.68	0.78	0.87	0.67	0.81	0.72	0.73	0.68	0.46	0.93	0.92	0.7	0.71	0.76	0.85	0.48	0.52	0.94	0.86	0.62	0.91	0.59	0.72	0.74	0.68	0.59	0.85	0.46	0.77	0.31	0.62	0.81	1	0.9	0.7	0.89	0.32	0.64	0.73	0.7	0.82	0.77	0.75	0.89	0.67	0.47	0.62	0.9	0.77	0.49	0.75	0.75	0.62	0.68	0.69	0.63	0.76	0.52	0.75	0.66	0.56	0.47	0.53	0.66	0.34
CHEMBL71	0.93	0.73	0.96	0.62	0.61	0.62	0.47	0.54	0.91	0.82	0.71	0.55	0.76	0.76	0.63	0.78	0.72	0.81	0.45	0.44	0.42	0	0.49	0.77	0.57	0.67	0.29	0.84	0.41	0.49	0.52	0.82	0.91	0.65	0.77	0.69	0.3	0.54	0.58	0.75	0.59	0.56	0.46	0.7	0.36	0.62	0.57	0.59	0.66	0.8	0.57	0.9	0.47	0.69	0.7	0.56	0.47	0.61	0.61	0.63	0.59	0.7	0.76	0.56	0.62	0.45	0.15	0.67	0.64	0.62	0.65	0.2	0.38	0.86	0.58	0.51	0.89	0.63	0.52	0.83	0.88	0.51	0.87	0.99	0.6	0.6	0.72	0.82	0.86	0.72	0.85	0.76	0.75	0.73	0.49	0.92	0.91	0.66	0.67	0.79	0.85	0.5	0.56	0.93	0.85	0.58	0.85	0.71	0.75	0.76	0.72	0.5	0.83	0.6	0.81	0.55	0.64	0.81	1	0.83	0.74	0.88	0.4	0.68	0.77	0.75	0.85	0.76	0.79	0.88	0.63	0.5	0.65	0.89	0.8	0.63	0.76	0.79	0.65	0.71	0.72	0.7	0.78	0.6	0.76	0.69	0.64	0.53	0.54	0.7	0.36
CHEMBL498	0.84	0.67	0.92	0.71	0.68	0.54	0.68	0.58	0.74	0.8	0.7	0.53	0.69	0.82	0.73	0.75	0.77	0.81	0.54	0.39	0.61	0.49	0	0.78	0.68	0.58	0.55	0.76	0.54	0.58	0.65	0.82	0.86	0.63	0.74	0.66	0.63	0.58	0.59	0.68	0.47	0.57	0.53	0.61	0.6	0.71	0.63	0.66	0.63	0.64	0.65	0.85	0.64	0.6	0.65	0.65	0.6	0.65	0.62	0.7	0.74	0.6	0.78	0.6	0.5	0.59	0.57	0.63	0.61	0.65	0.53	0.6	0.49	0.72	0.21	0.64	0.81	0.62	0.6	0.82	0.79	0.59	0.83	0.98	0.75	0.58	0.7	0.8	0.83	0.64	0.8	0.73	0.75	0.67	0.59	0.86	0.87	0.59	0.6	0.79	0.78	0.63	0.66	0.8	0.76	0.63	0.79	0.75	0.73	0.77	0.65	0.65	0.78	0.68	0.79	0.64	0.59	0.77	1	0.74	0.7	0.8	0.61	0.64	0.73	0.71	0.85	0.74	0.75	0.83	0.59	0.59	0.64	0.82	0.76	0.69	0.68	0.76	0.55	0.71	0.68	0.68	0.77	0.68	0.72	0.68	0.58	0.55	0.7	0.77	0.57
CHEMBL30	0.89	0.93	0.95	0.77	0.89	0.81	0.73	0.82	0.73	0.4	0.89	0.84	0.93	0.42	0.79	0.93	0.59	0.46	0.79	0.82	0.7	0.77	0.78	0	0.82	0.92	0.81	0.84	0.79	0.85	0.7	0.81	0.91	0.87	0.48	0.93	0.79	0.82	0.84	0.92	0.84	0.89	0.85	0.91	0.8	0.81	0.7	0.73	0.86	0.77	0.84	0.77	0.54	0.86	0.89	0.84	0.77	0.85	0.85	0.58	0.77	0.85	0.8	0.83	0.83	0.81	0.74	0.85	0.75	0.73	0.82	0.76	0.8	0.77	0.77	0.67	0.85	0.87	0.64	0.92	0.82	0.81	0.85	1	0.78	0.84	0.92	0.91	0.87	0.87	0.87	0.92	0.93	0.92	0.83	0.86	0.93	0.92	0.94	0.85	0.89	0.84	0.87	0.87	0.75	0.83	0.76	0.83	0.9	0.93	0.89	0.8	0.8	0.7	0.92	0.63	0.85	0.76	1	0.74	0.93	0.87	0.77	0.89	0.93	0.93	0.89	0.84	0.9	0.87	0.87	0.86	0.88	0.9	0.87	0.67	0.79	0.91	0.8	0.85	0.8	0.81	0.94	0.69	0.8	0.88	0.63	0.63	0.82	0.85	0.72
CHEMBL8	0.9	0.62	0.94	0.44	0.59	0.53	0.52	0.5	0.89	0.75	0.58	0.62	0.56	0.82	0.55	0.62	0.65	0.77	0.48	0.59	0.56	0.57	0.68	0.82	0	0.71	0.5	0.84	0.5	0.41	0.46	0.89	0.79	0.63	0.85	0.61	0.48	0.48	0.45	0.63	0.53	0.44	0.53	0.55	0.47	0.51	0.5	0.53	0.45	0.8	0.32	0.92	0.65	0.63	0.62	0.3	0.58	0.39	0.63	0.61	0.57	0.57	0.73	0.56	0.53	0.48	0.52	0.59	0.58	0.49	0.5	0.55	0.64	0.8	0.61	0.6	0.85	0.58	0.54	0.69	0.79	0.49	0.9	1	0.55	0.46	0.65	0.68	0.86	0.58	0.65	0.6	0.64	0.66	0.52	0.92	0.9	0.75	0.81	0.66	0.82	0.57	0.58	0.91	0.77	0.52	0.8	0.55	0.57	0.66	0.53	0.5	0.74	0.6	0.65	0.57	0.58	0.66	1	0.79	0.61	0.77	0.48	0.56	0.63	0.66	0.7	0.66	0.76	0.78	0.57	0.58	0.63	0.84	0.63	0.53	0.63	0.68	0.44	0.64	0.63	0.51	0.63	0.5	0.61	0.5	0.6	0.61	0.45	0.5	0.5
CHEMBL565	0.91	0.32	0.9	0.67	0.58	0.66	0.75	0.53	0.91	0.9	0.51	0.65	0.37	0.93	0.55	0.53	0.85	0.89	0.68	0.59	0.69	0.67	0.58	0.92	0.71	0	0.65	0.87	0.64	0.58	0.73	0.93	0.79	0.41	0.9	0.26	0.73	0.67	0.55	0.33	0.51	0.54	0.57	0.51	0.7	0.57	0.73	0.74	0.59	0.86	0.62	0.96	0.78	0.4	0.39	0.61	0.49	0.62	0.52	0.68	0.61	0.49	0.9	0.42	0.64	0.66	0.72	0.46	0.56	0.69	0.56	0.74	0.65	0.86	0.66	0.73	0.8	0.44	0.69	0.73	0.84	0.68	0.93	0.99	0.64	0.62	0.55	0.74	0.87	0.52	0.82	0.5	0.51	0.41	0.68	0.96	0.84	0.62	0.64	0.67	0.75	0.7	0.7	0.94	0.87	0.45	0.85	0.7	0.55	0.53	0.5	0.53	0.84	0.57	0.67	0.73	0.43	0.83	1	0.85	0.42	0.79	0.7	0.47	0.45	0.41	0.79	0.74	0.71	0.82	0.6	0.69	0.41	0.7	0.67	0.61	0.78	0.68	0.6	0.58	0.62	0.62	0.51	0.76	0.77	0.6	0.7	0.69	0.71	0.66	0.69
CHEMBL415	0.93	0.67	0.95	0.59	0.6	0.51	0.39	0.52	0.92	0.83	0.64	0.4	0.7	0.83	0.55	0.71	0.7	0.81	0.29	0.42	0.29	0.29	0.55	0.81	0.5	0.65	0	0.85	0.24	0.37	0.44	0.83	0.87	0.53	0.84	0.6	0.42	0.43	0.54	0.69	0.57	0.47	0.34	0.6	0.12	0.52	0.53	0.55	0.58	0.79	0.46	0.9	0.57	0.61	0.62	0.46	0.48	0.5	0.61	0.63	0.55	0.62	0.71	0.55	0.54	0.39	0.39	0.61	0.68	0.62	0.63	0.41	0.43	0.88	0.55	0.39	0.87	0.54	0.47	0.78	0.88	0.39	0.86	0.99	0.56	0.52	0.65	0.76	0.87	0.64	0.81	0.7	0.71	0.65	0.34	0.92	0.91	0.65	0.66	0.74	0.82	0.39	0.44	0.93	0.84	0.57	0.9	0.65	0.7	0.73	0.64	0.5	0.84	0.55	0.76	0.48	0.56	0.81	1	0.88	0.67	0.87	0.26	0.59	0.71	0.69	0.81	0.75	0.71	0.88	0.63	0.38	0.56	0.88	0.75	0.62	0.72	0.73	0.57	0.7	0.71	0.64	0.74	0.58	0.73	0.63	0.66	0.6	0.47	0.66	0.24
CHEMBL88	0.72	0.91	0.8	0.86	0.89	0.85	0.88	0.85	0.8	0.82	0.87	0.85	0.92	0.87	0.88	0.93	0.84	0.84	0.85	0.8	0.85	0.84	0.76	0.84	0.84	0.87	0.85	0	0.84	0.83	0.85	0.71	0.83	0.85	0.84	0.89	0.84	0.84	0.85	0.9	0.84	0.82	0.78	0.89	0.86	0.91	0.82	0.84	0.83	0.58	0.86	0.77	0.88	0.82	0.85	0.86	0.84	0.86	0.87	0.88	0.88	0.84	0.68	0.84	0.82	0.86	0.85	0.82	0.86	0.88	0.84	0.86	0.84	0.66	0.8	0.89	0.75	0.84	0.85	0.89	0.71	0.86	0.66	0.94	0.88	0.77	0.92	0.89	0.54	0.85	0.74	0.93	0.92	0.9	0.86	0.72	0.81	0.92	0.9	0.82	0.84	0.91	0.9	0.76	0.56	0.84	0.7	0.9	0.87	0.92	0.87	0.88	0.78	0.87	0.86	0.86	0.8	0.75	1	0.72	0.91	0.68	0.88	0.85	0.92	0.91	0.8	0.75	0.83	0.68	0.91	0.86	0.85	0.8	0.8	0.87	0.74	0.86	0.8	0.89	0.88	0.89	0.92	0.87	0.79	0.87	0.89	0.86	0.85	0.89	0.83
CHEMBL12	0.88	0.66	0.94	0.54	0.62	0.45	0.4	0.49	0.88	0.74	0.64	0.47	0.69	0.8	0.5	0.7	0.61	0.72	0.32	0.4	0.32	0.41	0.54	0.79	0.5	0.64	0.24	0.84	0	0.38	0.38	0.86	0.85	0.57	0.81	0.61	0.45	0.4	0.55	0.68	0.52	0.5	0.38	0.6	0.29	0.48	0.47	0.49	0.56	0.77	0.47	0.89	0.55	0.63	0.62	0.47	0.45	0.5	0.62	0.6	0.53	0.58	0.75	0.51	0.52	0.39	0.44	0.62	0.66	0.59	0.59	0.49	0.48	0.81	0.54	0.31	0.82	0.56	0.45	0.77	0.85	0.36	0.87	0.99	0.53	0.48	0.67	0.75	0.86	0.61	0.77	0.68	0.71	0.66	0.41	0.93	0.89	0.68	0.69	0.74	0.8	0.43	0.48	0.89	0.82	0.55	0.86	0.62	0.7	0.72	0.62	0.48	0.78	0.5	0.75	0.41	0.58	0.75	1	0.86	0.66	0.84	0.29	0.59	0.7	0.67	0.8	0.75	0.72	0.87	0.63	0.46	0.58	0.86	0.75	0.57	0.66	0.72	0.51	0.64	0.62	0.55	0.74	0.51	0.71	0.61	0.59	0.52	0.48	0.61	0.26
CHEMBL139	0.88	0.59	0.93	0.49	0.55	0.44	0.47	0.4	0.88	0.82	0.61	0.58	0.56	0.85	0.51	0.63	0.71	0.82	0.36	0.49	0.48	0.49	0.58	0.85	0.41	0.58	0.37	0.83	0.38	0	0.46	0.91	0.76	0.6	0.83	0.52	0.51	0.41	0.44	0.57	0.5	0.41	0.46	0.44	0.41	0.43	0.52	0.54	0.49	0.79	0.25	0.94	0.66	0.6	0.61	0.23	0.54	0.4	0.58	0.62	0.57	0.5	0.77	0.46	0.49	0.42	0.54	0.57	0.63	0.5	0.56	0.56	0.53	0.8	0.59	0.51	0.85	0.55	0.43	0.71	0.79	0.39	0.91	0.98	0.56	0.42	0.62	0.68	0.89	0.62	0.68	0.6	0.65	0.61	0.42	0.92	0.88	0.7	0.68	0.68	0.81	0.47	0.5	0.92	0.81	0.45	0.8	0.61	0.62	0.64	0.48	0.48	0.77	0.54	0.65	0.5	0.55	0.73	1	0.8	0.53	0.79	0.45	0.53	0.63	0.63	0.74	0.69	0.74	0.8	0.51	0.55	0.6	0.84	0.65	0.54	0.68	0.65	0.47	0.63	0.64	0.56	0.63	0.54	0.7	0.56	0.61	0.56	0.49	0.59	0.42
CHEMBL517	0.88	0.69	0.94	0.35	0.65	0.46	0.31	0.53	0.87	0.65	0.62	0.53	0.67	0.72	0.5	0.68	0.45	0.65	0.42	0.53	0.22	0.52	0.65	0.7	0.46	0.73	0.44	0.85	0.38	0.46	0	0.87	0.83	0.6	0.75	0.66	0.49	0.46	0.6	0.66	0.58	0.53	0.51	0.57	0.39	0.46	0.25	0.27	0.53	0.8	0.45	0.89	0.43	0.63	0.64	0.46	0.56	0.49	0.65	0.49	0.39	0.55	0.73	0.56	0.42	0.4	0.49	0.62	0.64	0.43	0.58	0.5	0.58	0.83	0.58	0.47	0.84	0.59	0.43	0.74	0.83	0.42	0.88	1	0.41	0.54	0.67	0.72	0.86	0.62	0.73	0.66	0.68	0.66	0.47	0.92	0.9	0.72	0.79	0.72	0.82	0.51	0.54	0.9	0.82	0.56	0.85	0.52	0.66	0.7	0.6	0.52	0.79	0.51	0.7	0.3	0.61	0.74	1	0.84	0.64	0.83	0.36	0.6	0.69	0.71	0.76	0.74	0.72	0.86	0.62	0.49	0.62	0.87	0.7	0.42	0.67	0.72	0.52	0.6	0.62	0.55	0.71	0.42	0.7	0.57	0.52	0.49	0.51	0.6	0.43
CHEMBL964	0.75	0.94	0.83	0.91	0.93	0.89	0.9	0.89	0.76	0.88	0.88	0.79	0.94	0.89	0.91	0.95	0.86	0.87	0.87	0.83	0.86	0.82	0.82	0.81	0.89	0.93	0.83	0.71	0.86	0.91	0.87	0	0.81	0.85	0.81	0.94	0.85	0.88	0.91	0.93	0.89	0.87	0.85	0.9	0.81	0.93	0.88	0.89	0.88	0.74	0.91	0.65	0.84	0.88	0.86	0.91	0.89	0.89	0.9	0.91	0.91	0.9	0.71	0.9	0.88	0.87	0.8	0.88	0.86	0.91	0.87	0.81	0.83	0.69	0.8	0.89	0.74	0.85	0.9	0.92	0.72	0.89	0.46	1	0.9	0.89	0.93	0.9	0.64	0.89	0.83	0.95	0.95	0.92	0.88	0.71	0.89	0.92	0.96	0.83	0.82	0.87	0.91	0.77	0.62	0.9	0.74	0.91	0.93	0.95	0.91	0.88	0.72	0.91	0.9	0.9	0.87	0.8	1	0.71	0.94	0.78	0.84	0.87	0.95	0.95	0.83	0.84	0.85	0.84	0.9	0.81	0.85	0.84	0.88	0.9	0.79	0.91	0.85	0.93	0.92	0.92	0.95	0.9	0.85	0.89	0.88	0.89	0.88	0.92	0.86
CHEMBL109	0.75	0.76	0.72	0.81	0.87	0.79	0.89	0.82	0.85	0.89	0.82	0.81	0.71	0.94	0.84	0.81	0.82	0.88	0.84	0.81	0.88	0.91	0.86	0.91	0.79	0.79	0.87	0.83	0.85	0.76	0.83	0.81	0	0.82	0.9	0.77	0.86	0.8	0.84	0.7	0.84	0.77	0.82	0.58	0.85	0.83	0.86	0.88	0.79	0.79	0.75	0.89	0.93	0.81	0.77	0.75	0.89	0.76	0.89	0.9	0.88	0.77	0.73	0.86	0.76	0.78	0.9	0.82	0.85	0.84	0.83	0.9	0.88	0.68	0.8	0.91	0.7	0.77	0.84	0.67	0.5	0.83	0.82	1	0.86	0.82	0.78	0.6	0.82	0.84	0.59	0.79	0.82	0.76	0.85	0.9	0.77	0.89	0.93	0.66	0.69	0.87	0.85	0.86	0.69	0.82	0.59	0.79	0.82	0.78	0.72	0.82	0.58	0.88	0.57	0.87	0.83	0.7	1	0.59	0.72	0.58	0.85	0.72	0.78	0.82	0.63	0.78	0.64	0.75	0.68	0.84	0.82	0.65	0.67	0.84	0.68	0.63	0.72	0.88	0.89	0.86	0.79	0.85	0.78	0.8	0.85	0.89	0.83	0.85	0.88
CHEMBL1628227	0.9	0.3	0.91	0.65	0.58	0.56	0.64	0.53	0.91	0.88	0.32	0.35	0.38	0.9	0.5	0.44	0.79	0.87	0.56	0.58	0.61	0.65	0.63	0.87	0.63	0.41	0.53	0.85	0.57	0.6	0.6	0.85	0.82	0	0.88	0.39	0.59	0.63	0.56	0.32	0.46	0.46	0.5	0.49	0.49	0.54	0.68	0.68	0.44	0.84	0.54	0.91	0.72	0.22	0.21	0.56	0.49	0.55	0.49	0.6	0.45	0.46	0.74	0.43	0.55	0.6	0.62	0.22	0.53	0.62	0.45	0.64	0.6	0.86	0.55	0.66	0.83	0.19	0.68	0.67	0.85	0.55	0.87	1	0.5	0.56	0.42	0.67	0.83	0.37	0.75	0.39	0.42	0.28	0.55	0.92	0.85	0.65	0.74	0.65	0.78	0.56	0.57	0.92	0.81	0.46	0.88	0.6	0.45	0.46	0.47	0.43	0.83	0.54	0.63	0.69	0.21	0.76	1	0.87	0.34	0.83	0.52	0.38	0.4	0.47	0.73	0.67	0.63	0.82	0.52	0.45	0.15	0.78	0.64	0.53	0.71	0.68	0.5	0.59	0.61	0.53	0.49	0.69	0.71	0.46	0.62	0.71	0.55	0.57	0.62
CHEMBL902	0.87	0.9	0.94	0.8	0.85	0.8	0.73	0.81	0.65	0.65	0.89	0.86	0.91	0.58	0.8	0.91	0.69	0.64	0.77	0.8	0.76	0.77	0.74	0.48	0.85	0.9	0.84	0.84	0.81	0.83	0.75	0.81	0.9	0.88	0	0.92	0.78	0.8	0.82	0.9	0.83	0.89	0.87	0.89	0.82	0.81	0.75	0.77	0.87	0.81	0.83	0.81	0.6	0.86	0.88	0.83	0.8	0.83	0.8	0.7	0.8	0.81	0.86	0.82	0.82	0.79	0.75	0.87	0.77	0.72	0.82	0.75	0.77	0.81	0.74	0.71	0.85	0.88	0.64	0.91	0.83	0.81	0.87	1	0.81	0.84	0.9	0.9	0.87	0.88	0.88	0.9	0.91	0.9	0.79	0.89	0.89	0.89	0.94	0.86	0.87	0.8	0.83	0.87	0.82	0.83	0.76	0.85	0.9	0.92	0.87	0.8	0.81	0.78	0.91	0.74	0.87	0.81	1	0.74	0.91	0.87	0.78	0.89	0.91	0.92	0.91	0.86	0.89	0.87	0.83	0.88	0.88	0.88	0.88	0.71	0.84	0.91	0.83	0.83	0.81	0.81	0.92	0.7	0.82	0.89	0.61	0.64	0.84	0.88	0.78
CHEMBL672	0.93	0.34	0.93	0.64	0.65	0.6	0.72	0.61	0.93	0.91	0.34	0.6	0.3	0.94	0.54	0.38	0.81	0.9	0.67	0.59	0.65	0.69	0.66	0.93	0.61	0.26	0.6	0.89	0.61	0.52	0.66	0.94	0.77	0.39	0.92	0	0.7	0.69	0.47	0.35	0.42	0.38	0.53	0.46	0.66	0.45	0.7	0.71	0.44	0.88	0.52	0.97	0.8	0.43	0.4	0.52	0.53	0.53	0.57	0.67	0.56	0.46	0.85	0.53	0.59	0.64	0.74	0.43	0.56	0.61	0.49	0.74	0.65	0.89	0.67	0.7	0.84	0.4	0.68	0.59	0.86	0.66	0.94	0.99	0.61	0.61	0.5	0.64	0.9	0.46	0.73	0.33	0.33	0.43	0.65	0.97	0.88	0.71	0.72	0.64	0.78	0.68	0.67	0.95	0.89	0.52	0.87	0.6	0.4	0.43	0.45	0.44	0.85	0.53	0.57	0.67	0.38	0.77	1	0.87	0.34	0.81	0.66	0.39	0.36	0.28	0.7	0.73	0.69	0.84	0.53	0.64	0.36	0.73	0.59	0.53	0.75	0.59	0.56	0.58	0.61	0.53	0.36	0.69	0.74	0.5	0.68	0.71	0.67	0.54	0.67
CHEMBL726	0.93	0.68	0.91	0.58	0.6	0.55	0.46	0.55	0.9	0.81	0.66	0.54	0.71	0.77	0.56	0.73	0.67	0.8	0.41	0.5	0.5	0.3	0.63	0.79	0.48	0.73	0.42	0.84	0.45	0.51	0.49	0.85	0.86	0.59	0.78	0.7	0	0.45	0.58	0.68	0.6	0.56	0.41	0.64	0.37	0.63	0.55	0.56	0.57	0.83	0.5	0.92	0.51	0.63	0.64	0.5	0.53	0.56	0.62	0.6	0.55	0.63	0.75	0.57	0.59	0.46	0.23	0.59	0.64	0.56	0.6	0.25	0.47	0.83	0.53	0.56	0.86	0.57	0.51	0.75	0.84	0.45	0.88	1	0.51	0.53	0.67	0.77	0.82	0.68	0.78	0.72	0.7	0.67	0.47	0.93	0.86	0.7	0.78	0.72	0.83	0.46	0.51	0.93	0.77	0.57	0.83	0.67	0.68	0.69	0.66	0.42	0.8	0.6	0.73	0.57	0.57	0.73	1	0.81	0.68	0.88	0.4	0.59	0.72	0.76	0.78	0.69	0.71	0.83	0.54	0.5	0.58	0.87	0.73	0.57	0.68	0.77	0.55	0.72	0.71	0.65	0.71	0.52	0.69	0.64	0.59	0.58	0.42	0.62	0.45
CHEMBL806	0.84	0.63	0.93	0.57	0.5	0.43	0.46	0.39	0.84	0.77	0.68	0.56	0.65	0.78	0.57	0.71	0.69	0.77	0.29	0.49	0.52	0.54	0.58	0.82	0.48	0.67	0.43	0.84	0.4	0.41	0.46	0.88	0.8	0.63	0.8	0.69	0.45	0	0.58	0.64	0.6	0.6	0.54	0.56	0.37	0.59	0.47	0.5	0.56	0.75	0.39	0.91	0.63	0.6	0.63	0.39	0.59	0.35	0.5	0.64	0.61	0.53	0.76	0.42	0.45	0.34	0.5	0.62	0.59	0.6	0.57	0.53	0.59	0.79	0.49	0.56	0.82	0.59	0.48	0.75	0.82	0.28	0.86	1	0.6	0.39	0.67	0.75	0.85	0.61	0.72	0.69	0.71	0.65	0.38	0.91	0.88	0.65	0.75	0.73	0.77	0.42	0.36	0.87	0.8	0.45	0.84	0.62	0.7	0.73	0.57	0.53	0.78	0.63	0.74	0.58	0.56	0.76	1	0.83	0.65	0.82	0.41	0.63	0.69	0.72	0.82	0.74	0.72	0.84	0.61	0.52	0.64	0.83	0.73	0.6	0.65	0.75	0.51	0.58	0.58	0.53	0.73	0.57	0.7	0.62	0.62	0.62	0.52	0.64	0.46
CHEMBL35	0.92	0.55	0.94	0.51	0.6	0.6	0.64	0.51	0.86	0.8	0.5	0.71	0.5	0.84	0.48	0.56	0.75	0.81	0.58	0.56	0.6	0.58	0.59	0.84	0.45	0.55	0.54	0.85	0.55	0.44	0.6	0.91	0.84	0.56	0.82	0.47	0.58	0.58	0	0.55	0.37	0.49	0.56	0.63	0.6	0.41	0.6	0.62	0.47	0.83	0.41	0.94	0.69	0.54	0.54	0.39	0.47	0.5	0.49	0.55	0.56	0.56	0.84	0.47	0.65	0.59	0.63	0.52	0.44	0.44	0.37	0.64	0.6	0.8	0.6	0.63	0.85	0.55	0.57	0.76	0.81	0.59	0.92	0.99	0.54	0.5	0.67	0.77	0.87	0.55	0.75	0.54	0.58	0.6	0.63	0.93	0.9	0.8	0.8	0.67	0.85	0.64	0.66	0.93	0.82	0.45	0.82	0.61	0.55	0.61	0.53	0.42	0.75	0.49	0.73	0.6	0.51	0.68	1	0.79	0.56	0.8	0.62	0.56	0.57	0.57	0.75	0.69	0.8	0.8	0.61	0.69	0.55	0.82	0.67	0.44	0.69	0.74	0.5	0.54	0.53	0.44	0.57	0.54	0.67	0.56	0.54	0.51	0.57	0.5	0.57
CHEMBL457	0.91	0.23	0.89	0.62	0.58	0.61	0.72	0.52	0.92	0.91	0.4	0.6	0.23	0.94	0.54	0.41	0.8	0.9	0.65	0.64	0.72	0.75	0.68	0.92	0.63	0.33	0.69	0.9	0.68	0.57	0.66	0.93	0.7	0.32	0.9	0.35	0.68	0.64	0.55	0	0.52	0.53	0.61	0.36	0.66	0.54	0.71	0.72	0.47	0.88	0.54	0.96	0.78	0.31	0.25	0.53	0.58	0.53	0.54	0.66	0.56	0.46	0.87	0.45	0.56	0.63	0.73	0.36	0.56	0.62	0.48	0.74	0.69	0.85	0.61	0.76	0.85	0.35	0.7	0.61	0.8	0.65	0.93	1	0.55	0.59	0.41	0.62	0.88	0.45	0.73	0.36	0.39	0.21	0.64	0.96	0.83	0.65	0.74	0.61	0.76	0.67	0.66	0.94	0.85	0.43	0.83	0.6	0.43	0.39	0.38	0.49	0.81	0.61	0.52	0.74	0.38	0.77	1	0.82	0.25	0.8	0.66	0.39	0.34	0.43	0.71	0.69	0.62	0.81	0.48	0.63	0.35	0.72	0.59	0.55	0.72	0.63	0.5	0.59	0.62	0.56	0.38	0.71	0.74	0.49	0.65	0.74	0.62	0.56	0.72
